Treatment,Output,Covariate
1,-1.0584598130436524,-3
0,-3.460413892047571,3
0,-3.329688415157543,-7
1,-2.036180900913235,4
0,2.9613206885033154,4
0,-2.6450683927533616,-1
0,-1.7837529157174448,6
1,5.603042854962112,9
1,1.834830681864017,0
1,7.529062538976086,9
0,5.5936021188279375,7
1,2.3523140482587497,6
1,3.60335723425978,-4
1,-4.02481463532908,5
1,-1.450621095914392,-1
0,-7.368578168866204,-4
0,-5.310966745530637,-4
1,-0.4367844372466183,1
1,-4.234767521839617,0
1,-2.1451304628284653,3
1,1.88469516850062,-2
0,0.8372994564818421,10
0,2.384974414442448,5
0,7.909229339859002,18
0,-0.12826140688874865,4
0,0.5501297425195228,-1
0,-1.2930843777181003,0
1,5.527788545241145,-1
1,0.7161980305665305,-2
0,-6.938091948222212,-8
1,-3.7956953242369007,-10
1,0.2975765386499931,0
0,1.575293889927512,0
1,3.4194460261983686,7
0,-15.497276412464412,-7
1,1.0485293481670717,7
1,-1.443626039316134,1
1,-8.636939132488925,-5
0,-1.0005019503837493,-1
0,5.467831313079054,9
1,7.269305719874746,14
0,1.9083668267109315,6
1,0.19222087785388986,-9
1,2.8430955697590288,5
0,-1.4064983992066509,4
0,7.591209624997086,11
0,-8.268360799692276,-14
0,7.439801629064905,14
1,3.461292266990216,3
1,2.4250027967964893,9
1,5.498211008487631,10
0,4.598082569493064,3
1,5.2651981452143435,6
0,0.07926220815578522,4
1,7.375336904290851,7
1,1.7142120629332012,8
0,5.638767145242518,0
0,-4.998061315831338,-1
0,-0.5511493843894306,11
0,4.012917230084711,5
1,-0.7306692490296318,4
0,0.13301202078104712,6
0,3.768399436638748,-1
0,-1.7767400878540598,7
0,1.1507990294710815,2
0,3.4280635323232196,-3
0,-1.101250139232731,-7
0,11.586161890318637,18
0,-1.0170872253144507,-4
1,8.827994558531605,1
0,-7.8519077723278965,-8
1,6.764974885857873,8
1,-4.029788667978348,0
0,0.37089447495675265,6
0,1.1058800749595374,-2
1,-1.095275676483758,-3
1,-2.0578287211815915,-7
0,-6.541367399138159,-8
1,-7.977263369318354,-9
1,-3.7646729889329977,-5
0,2.296418885867887,2
0,0.7486116795368578,1
0,1.4505511671103375,6
1,1.917205690204106,5
0,-3.792817000382941,-2
1,3.403157336038028,13
1,-3.7642680498196333,3
0,3.0392956835000104,0
0,2.245516994734405,1
1,-7.235162901803841,-3
1,3.0324734739212427,5
1,0.2809880473770654,11
1,5.541967137209568,7
0,9.695362478936593,20
0,2.9760162642619545,4
0,8.31661140709241,3
1,-5.659661366433815,0
0,0.03037932400979204,3
0,3.767649751519751,8
0,6.2608139539092855,12
0,5.552967111378567,6
0,-2.240404085055718,7
1,5.619618323605413,5
0,3.3036567687290095,7
1,2.2522995758838062,8
0,-7.203545055562438,-1
1,13.101308912434698,10
1,1.5907019031766008,7
0,-7.581735950004681,-3
1,-2.2948317356447685,2
1,3.3233835007324344,17
0,3.8460932050196064,-3
0,-0.3856204278569626,-5
0,3.5810559393311907,12
1,2.223245328146498,8
1,6.622161107737368,11
0,6.289617479421582,4
1,-0.7235357052627343,4
0,3.861168652074168,0
1,1.3272866659657525,-4
0,-1.891406693778423,8
0,2.027002865325191,-1
0,11.907569000874776,7
0,3.982297706601287,13
0,-1.4287633322893987,-8
1,13.719618531688939,19
0,6.92667077333323,8
1,-1.177971487871857,-1
1,0.9299908795990355,0
1,8.52051260038061,0
1,-0.5020860026190488,0
0,-2.957030815302687,8
0,-3.937840045069482,-4
1,4.991583928766337,10
1,0.05789498373275204,5
1,0.7876328915331143,-2
1,-1.5326341715757508,5
0,-0.03809325179907708,0
0,6.2781786662697545,13
1,-2.343996975955906,-1
1,7.594557679201674,10
0,5.86242403216847,12
1,6.461867103421922,11
1,4.543667842262931,-2
0,-6.285777099490877,-14
0,-5.621770342817025,-12
1,-1.1124514209139607,-3
0,-3.3420403358672885,5
1,-6.094147807007851,-5
0,5.7306841654557665,18
0,7.1732366194790576,7
1,-0.3669087678883771,-6
0,2.0373300901941622,5
0,-0.8384601165778887,0
1,12.050619809185708,8
0,-6.994879653014117,-8
0,-0.9296020151869762,-4
0,-2.803947027498886,2
0,-0.392124638486262,10
1,-3.7352730435914943,-7
1,-8.299455911879289,-7
1,-3.31067918897533,-2
1,-3.227673472564703,-9
1,-7.423551628710213,-6
1,4.7808924182987385,8
0,-3.195062744088683,4
1,7.1937213900933665,7
0,6.436066035467601,7
1,2.47479433329219,4
1,0.6979481365854764,11
1,8.423646634221106,7
1,6.612633154621375,19
0,5.177497546108887,2
0,8.153151267341876,4
0,1.1120243028836398,7
1,-1.5095306257002647,6
0,-4.163709588165602,-5
0,5.291455808040652,-1
1,5.351162319673878,1
1,-1.6191890871058234,-2
0,4.347250675783043,0
1,-1.353096336489937,8
0,2.87022019785363,8
0,2.752791547423326,10
0,0.29165893356129546,-7
1,1.0067095148987764,1
0,-0.8761666436555158,-2
0,-4.57737059779237,1
1,4.387522670484612,8
0,-9.372026748823215,-8
1,0.5419011611923885,6
1,3.3184207966335895,0
1,-4.648572282573109,0
1,7.674740510843461,15
1,3.1931598169102524,8
1,-0.13698887904196377,1
1,-5.787461455401096,-2
0,5.482914295277094,7
1,0.47123540225903937,0
0,15.282684357891256,22
1,2.1020568919276252,-1
1,-2.013981917656671,6
1,6.610669544522495,14
0,0.14676438682528403,2
0,6.125069154647069,1
0,-3.118581796126585,-7
0,7.023506894140386,7
0,0.30474400403110535,-5
1,6.076394879991316,8
1,-5.901279126405198,-3
1,5.863285966097927,0
1,-2.730675692569656,0
0,1.4982170360277944,4
0,3.2226128435794883,1
1,-3.8169928561903177,3
0,-7.753037361386898,-6
0,6.866390446255845,2
0,0.7664619074049276,2
0,3.2740483863331025,4
1,3.6087021761056666,0
1,-8.268094361415582,-4
1,-0.245107796971048,0
1,-4.592498197703907,-1
0,-8.379429271964113,-10
0,-4.930472305888239,-1
0,-5.961603182398801,-7
1,-2.7409110103192766,-7
0,0.20960503118630913,-1
1,9.992394648938145,17
1,1.4685458298553555,11
1,2.536009971879638,8
0,0.8756171833028694,4
1,-1.1904930282930688,-2
1,1.463805727900346,5
0,-1.4170525397430471,-7
1,-0.19811276261727473,7
1,-1.3866161244549025,6
0,-3.4547621896775187,6
0,-2.026356132492341,0
0,0.8180753528415181,-3
0,4.187388896724156,0
1,-6.727561951837279,-13
1,3.1154544255813086,-5
1,1.736717259000636,6
1,-4.047570331044959,1
1,0.9515824345141242,6
1,-0.8571718193154916,6
1,11.851770306511613,18
0,7.247529867699482,20
1,3.50333662394374,10
1,-1.811073040812107,0
1,3.8710926606013283,0
1,0.34473735736863675,1
0,6.761398496925275,14
0,-2.141877664051255,6
0,5.004248505996271,7
1,-1.298796671284534,6
1,4.544945209182686,7
1,3.3222347234141907,0
1,1.6064825407721384,1
1,-4.007556767359802,0
0,0.5661126096643564,14
0,2.2209161972127056,-4
0,-8.608055893768386,-2
0,7.214883853255739,13
0,4.356607749579437,5
0,-1.246696324470499,3
0,-4.880489799430339,4
0,-3.229394473769066,-4
0,1.3616145864178153,11
0,2.9527547103215435,-2
0,-1.5518240651388395,1
1,0.5459775494493909,3
1,4.62580378316288,-1
0,-1.8087150271335055,-3
0,-11.056967158190233,-7
0,-3.4576141779153176,-1
0,6.2599578707651204,2
1,2.4405382709447023,9
0,4.49913916744428,3
0,-3.3059633914288282,-11
0,8.215264158641492,12
1,11.335379565906432,10
1,1.9466302602568362,2
0,0.1519351588974851,-5
1,6.141586785064285,7
0,-7.183835296786917,-3
0,0.8310417451068686,1
0,-3.6699673158569013,-7
0,-0.612722827921089,-4
1,4.176607952905458,8
0,4.792792412123165,-2
1,7.1966366737456,14
1,-7.079276832933575,-14
0,-7.288555431646962,-12
1,4.2943170011752825,10
1,5.083381869424046,3
0,-1.3392896174833515,3
1,5.7533014379494585,20
0,9.36188009363592,8
1,-4.075392852540092,-6
1,-8.500707655894152,0
0,6.139114283650504,8
1,1.4804185840898403,6
0,-4.388496493655595,-3
0,-3.7055950283606505,-3
0,-0.5303532856682553,4
0,-2.81246761085396,-1
1,-0.21356204967953074,-1
0,-4.477612071098442,-3
0,-5.808028681401016,-8
1,3.8913237486451067,11
0,-0.6632469180257989,-1
0,2.7888291781232866,0
0,0.38607290292208585,1
0,-2.969390357576183,2
1,10.684403543867484,5
0,4.780716130351483,7
0,5.835966545454228,5
1,5.782806595936474,11
1,-4.935469860812477,-9
1,-1.3186776471019401,-5
1,-0.6646118983661928,-5
0,-0.48062998117667366,-4
1,5.307290191185271,11
0,3.708811861954612,7
1,2.7586047367765056,0
0,1.0322680656599197,-6
0,4.212357344150502,5
1,-5.20659180596358,0
0,-4.108828225492736,1
1,-0.4919641961192476,0
1,-3.0801970514479295,-5
0,-1.815844906835058,2
0,3.757320594892127,5
0,3.1535337787534186,4
1,2.0839940226193847,7
1,1.970015518691771,7
1,9.765744088236998,12
0,4.302534259711054,9
0,0.2336452654885487,-5
1,0.6962211029316738,-2
0,0.16017687484637655,9
0,2.0025056198827045,2
1,5.2720322866864295,11
1,-1.2980181994550377,-5
0,-1.0625487794879325,-8
0,0.6265554778441182,0
1,-8.495141338253799,-5
0,2.7055600567034697,5
1,5.808560003650595,15
1,4.320308251804055,6
0,4.514885996295018,4
0,-2.7445958875864678,0
1,-0.42055517499686434,3
0,3.2331485385428254,6
1,3.3945590330141266,6
0,2.4761331796572605,5
1,4.716101860321217,11
0,-3.79580377059935,0
1,2.814674816061808,2
0,-3.772085891160227,-7
1,-7.272861297065697,-4
0,7.03128195163681,6
1,-4.776461363770479,-2
0,-1.9222078132861826,-5
0,4.030985218113316,6
1,3.0771593719273898,2
0,-4.352555856898148,3
1,-0.21312643335627013,6
0,1.3399746198951175,2
0,11.761304756658166,15
0,5.513553156503719,-4
0,4.9558920101599115,4
1,4.387016765697402,6
0,8.702099170847582,6
1,3.296403708074201,-11
0,8.05343370534383,12
0,-3.07562762120624,0
1,1.0204225851978739,-6
1,1.3847643402049152,-1
0,2.0298959292646823,9
1,7.871955403001375,9
0,1.699315912280118,0
1,-1.6313453811649277,-12
0,-1.7183015195669427,-2
1,-3.055905767896091,7
0,0.938177764887043,0
1,8.275025515287297,15
1,-6.925507853597794,-8
1,-1.2443060939226687,5
1,2.4174650791807206,2
0,-3.9928063457469953,-1
1,-3.3435514300109253,-4
0,-6.843537297588687,-5
1,-9.639311467867296,-15
1,-7.949435433779774,-5
0,-6.846887750835196,0
0,-8.741128433415172,-8
0,1.2643967050545206,-5
1,-3.0085674640321542,-5
1,-5.444686484678844,-5
0,0.06022989165605319,-2
1,-8.366728508090114,-9
0,-2.2504490074189847,-8
1,-1.463874640548548,-3
0,0.06492135579789426,4
1,2.5545332606085704,8
0,3.2199816406306745,-1
1,4.414351613619297,10
1,3.5177816496866834,2
0,2.011153168006193,7
0,5.554735650558882,1
1,-0.7346314155536535,-2
1,6.442184434429553,3
1,1.4187569975883443,3
1,-5.7658438863557215,-1
0,3.729847699307992,1
1,4.989140375140979,3
0,-1.0469993580100572,0
1,-4.032659931864226,-6
1,6.431946910293609,7
1,0.12169198472948706,-6
1,4.195749813874675,13
1,3.153690249766144,6
0,0.8773614842739551,5
0,-2.18090306380506,3
0,7.4364644635572335,11
0,5.015443341635191,7
1,6.243598516853844,1
0,2.1250890184744997,9
0,3.5994988790884617,3
1,1.0930589177660355,-2
0,9.249493678039086,12
1,-2.2762233742227185,-2
0,-7.2152390065649445,-1
0,-0.022162833848641483,-4
1,1.7213933488664495,3
0,-5.385439132973825,-8
1,0.6559438855584675,-1
1,-2.7280642916355857,-6
0,0.5573175701475699,10
0,5.74474224590499,8
0,2.4397563490467187,6
0,-2.5505808547461823,-5
1,-2.7974317547987493,2
0,10.167381316450307,8
0,9.906629887775265,9
1,-9.349239317718531,0
0,0.39223741382462585,6
1,4.4149593119941555,2
1,8.072644629552919,6
0,0.6063496886373598,3
1,1.5066660418373705,3
1,0.49450875866817356,6
0,-2.61891987819061,-4
1,6.702277713544765,1
1,4.037776397959313,6
1,-7.048250567586653,-2
0,7.913194317252183,12
0,4.616667641803035,8
1,-0.6871334247345748,-2
1,-4.346633825580252,-6
0,-1.7441858874381797,4
1,0.42709297943039226,2
0,-1.0240977365527741,-1
1,0.6743968578245162,6
0,-3.1395570458716273,-3
1,-2.379443292312922,3
0,-0.5867014484773745,3
1,-7.669422701043347,-9
0,-4.0850488837942756,-6
0,1.2715727071017076,-1
1,-2.1261207907141184,0
0,-1.3239801580168202,3
0,3.436421838323089,1
0,-0.394753056397928,-6
1,-2.492395044340311,2
0,-3.8616904982369284,-3
1,3.848357922220665,0
0,4.977942910991883,10
1,1.8272156224009524,3
1,3.6288463109360185,9
1,4.387228276524199,10
0,-2.644333270494787,0
1,1.7995972104381908,2
0,-9.18005028966092,0
1,2.8156901390403126,7
0,-3.455390941183378,-3
0,5.368117275657393,10
1,-3.2925129141903504,2
1,7.857542798454327,3
1,1.9672090007391514,-2
0,3.776218003116254,6
0,4.769422391476011,-1
0,-1.4175793229359859,6
1,-5.9626766666618245,-13
0,1.545308460000645,-6
0,0.07442783266414277,-3
0,1.493518931413826,1
1,-1.8678477915353975,-6
0,-1.5697574120418434,-4
0,-5.796787886947156,2
0,5.171542091081586,5
0,3.363909610256248,1
1,4.9641111096918475,7
1,-1.9468374538424218,3
0,-2.8203099724917315,-4
0,-1.7005787452998482,-7
0,8.080066972420054,8
0,-1.282724340902317,6
1,5.277805835814571,6
1,-0.5244355888732914,1
1,8.86148620703619,9
1,-4.123009771460171,0
0,-8.03640641687778,3
0,-6.844514011937297,-1
1,5.104227833151239,3
0,-1.9067395997948826,0
0,1.1912089253350135,4
0,-1.5969435168516335,-2
1,3.8071479631243386,0
0,0.6711808077296179,5
1,7.684314737731997,14
1,-5.461273235628972,-11
1,-0.6395438790814445,0
0,-11.771797241991633,-5
0,0.6589143891942525,-6
1,-1.9290591412078038,0
0,-5.924761840895569,0
0,9.933502181753369,12
1,1.1148209088724055,7
1,4.387701426221898,7
0,2.5692870871093634,8
0,6.434037082633598,4
1,6.009163293010394,14
1,-1.793421158966669,3
0,12.58937373184786,11
1,-4.924901731759794,3
0,-5.25431247927035,-3
1,0.9080014857477697,7
0,5.461477990951307,1
0,-0.14920188518960376,5
1,-5.021160816137648,-1
1,6.208984637975042,10
1,0.7940935320071922,7
1,-0.15199013922454663,6
0,-2.404705283593768,3
0,0.7226225858415518,-5
1,6.702580459087489,1
0,9.053423851463478,16
1,-0.09082134826031041,0
1,-4.453785401818325,-7
1,4.111392555940538,6
1,2.7133421028461218,0
1,-0.22686041792387512,2
0,11.984235460164788,15
1,1.115434908021631,9
0,4.837562409147418,9
0,0.6409739876510152,-4
0,4.097467803139086,8
1,2.709716922931557,1
0,5.954565660911595,4
1,1.3406097973328708,8
0,-8.517850361217006,0
1,2.4517557987391556,9
0,-5.4664122849484755,-8
0,0.3439740203948516,3
1,1.7915933300005107,0
1,3.4417416021980873,10
0,6.984775524191479,3
0,5.582079973509367,9
1,2.26012510153579,3
0,-2.080045688301678,1
1,0.3517959384716516,1
0,1.5401898829811866,4
0,-5.831632330288584,-4
1,4.1002348055876805,9
0,-5.321544246000279,-9
1,-3.3228804488131702,-4
1,-6.89357913254576,-2
1,3.084925671008449,2
0,2.549243028133519,9
0,1.6488917586761342,-3
1,-5.781742606882025,-2
1,1.8609803173136097,10
1,6.050484107209171,12
0,-4.8274455352145385,0
0,5.183958652197571,8
1,-1.7279232438979912,-2
0,-2.1912482699675375,-6
0,0.3707782274183269,-1
1,-2.1136356618545706,5
0,0.2459591212511627,0
0,-6.519355096470123,-14
0,0.948767071630607,2
0,4.552981052296044,9
0,0.574201192712413,5
0,1.896628901178558,5
1,-4.594415270858699,-11
1,1.1036806517549071,7
1,-8.221438171116484,-7
0,0.6116004952484443,0
1,-0.12590825794370675,4
0,12.49115359823158,8
1,-2.4158092121740937,-4
0,9.89396864278656,15
1,4.3681607490902845,7
0,-7.455941694596776,-8
1,4.711800809920849,6
1,-4.55500496685898,3
0,2.1569159613253146,15
0,2.7800191655291364,4
0,-0.22455108993261064,8
1,1.6951446601940787,7
1,3.8891220509018956,2
0,-1.3812552210118914,4
0,10.097987379870048,12
0,5.399789166728133,4
1,6.150968223136446,13
0,-0.6740743585604578,7
0,2.8915349916606425,1
1,-2.465838000128783,-1
1,3.0148094957571008,13
1,4.699603818480018,3
0,3.2545869699420966,3
0,0.9544862879361001,3
1,-1.0835098230057993,-1
1,7.510859955991877,16
0,-4.299361282717198,-2
1,-7.818324917316103,-5
0,4.522574341328861,1
0,-2.9700076432228784,3
1,1.515162457350484,7
0,7.716342889186436,9
0,-1.1531078422350602,-2
0,1.5470543355337156,1
1,-2.3996512915836963,0
1,1.222101508664604,4
0,-0.37149796435426774,1
0,1.1398589715791765,0
1,4.654251621296465,-2
1,-2.0830740624069,-4
0,7.304695124820171,2
1,-8.590568198180016,2
0,3.1013037975587903,10
1,5.832862616418367,7
0,-3.825173765813668,-12
1,-2.041664661564654,-2
0,-0.15502054023091194,3
0,3.6015640152823085,7
1,1.0771873861881633,-5
1,-4.431877994731527,3
0,-1.8232612993404937,0
1,10.164792507337344,10
1,6.560327068627355,8
1,7.81510676217486,4
0,7.137603779674134,10
0,-1.0530045663666554,0
0,-5.95115799538713,-4
0,-5.240713943362341,-3
1,-1.1048788072460378,8
0,-4.322311902983362,5
1,-1.307320523329325,0
1,12.70166519515474,12
1,3.718809377591251,-6
1,0.7165904980837747,0
0,-6.339843801495357,0
0,2.626931523448932,4
1,2.353338581943445,1
1,2.8351818118265104,-9
1,5.710996993630561,1
1,-2.1128758905512544,-1
1,-0.27272882297750356,4
0,3.2930490283490106,9
0,4.109678609418328,4
0,-1.3911308337559505,1
1,6.648944332378826,4
0,-2.695902578354227,-6
1,6.7783161566305346,9
0,-5.402673682746453,-13
0,-2.3466387404473004,0
1,4.386006199533372,7
1,-6.222242046166796,-14
1,1.5653564042097279,2
0,-4.911646434735189,-9
1,7.794103225405195,8
0,-5.2166043374903355,0
1,9.362863189490053,14
0,1.3343176266291756,3
1,-4.481396590902079,-3
1,1.7032350619003387,-2
0,0.0006421778765253183,5
1,-7.097389743779001,-3
1,11.607264893432905,9
0,-5.763325344046311,0
1,-5.985826377541816,5
0,1.0415440081236393,5
0,-7.464327102622224,-5
1,-2.8025545160310497,2
0,3.2029169427374233,12
0,1.0811706458350447,5
0,-9.121826914023611,-5
0,4.132567575393006,11
0,-0.28244503567054213,1
0,6.554796301219147,8
0,1.330097834685394,-5
0,-1.025825317530296,2
1,4.89268713883076,10
1,-0.49305793400508424,2
1,-1.1104449749607528,1
0,-1.6086212066633867,0
0,-5.008345017959977,-12
0,2.7734217167187687,2
0,8.226530508141074,3
1,1.6277699689983798,2
1,-1.6943429611043177,-10
0,4.409738897200492,8
0,2.9060603759088526,0
0,-0.9502393812798675,-8
1,-0.8310726792974019,3
0,2.9673582044950795,6
0,6.4400943036842575,8
0,6.508467485457508,8
1,0.9658956559817448,-4
1,3.1397777552488253,2
0,5.550745708885622,8
1,-3.5812315761454974,0
1,-8.944783578479965,-3
1,-7.235776288173367,-6
1,3.285173334237852,7
1,8.313673268198055,12
1,8.832093025040667,9
0,2.372102223305345,7
1,2.782545171089666,2
0,15.085827505505966,17
1,-4.6816056555115235,2
0,0.3710766560447216,9
0,10.540762240906782,15
0,3.54952118657454,0
0,5.845771272433117,10
0,-3.4390628148931306,-5
0,-4.688716835551137,2
1,1.993859025546585,-3
0,-1.431565037154742,-1
1,2.932361091896057,9
0,-4.5446267783996035,-5
1,7.025993298304398,2
0,6.847018101767796,6
1,8.425124803287346,8
1,-3.7274633098976713,-10
1,13.184715791620171,11
0,5.48292052839769,10
0,2.5150528802502885,-6
1,4.615789741533432,3
0,-5.911073069838329,9
1,-1.4799691532502406,-7
1,-4.654017163719635,-3
0,10.069397729632229,12
0,-2.9474534345039762,-4
0,-1.0114118582320293,11
1,3.4520546147757334,-5
1,-0.1311713132312078,2
0,4.819734923293397,3
1,5.636406005692612,2
1,-2.528859569030237,-3
0,-2.3612919117341167,-5
0,9.301168320665784,5
1,5.754703084917222,10
0,1.1355911310818292,-3
0,-5.199792913410466,-3
1,0.5435568364539715,0
0,-0.3250229265429889,8
1,-2.5954984798176777,-6
1,1.7619309524628228,4
0,-12.187254256085062,-8
0,-4.4437023376590075,0
1,5.1526464352711105,8
0,-7.546615708491684,-4
0,6.294331929945728,13
0,6.741469012327692,1
1,3.194594505544254,8
1,2.3002060236116555,6
0,-3.4858783776067046,-4
1,-2.9106914015584775,2
0,-4.6580503339502695,0
1,2.82937942305714,5
1,-2.056162031738217,0
0,2.7928368530074734,0
1,4.0770937010700825,10
1,8.898413923789079,8
0,2.913587515789333,-1
1,3.8948352368368835,8
1,-1.5849523017669487,0
1,1.7831695977006634,-4
1,12.607872240474657,12
0,-5.053408044342106,-8
1,-1.2500580932881649,1
0,-2.8558341037390953,-12
0,1.306545605186631,10
1,-5.743563729682234,0
0,9.793173541449246,11
1,-8.32665718932408,-8
1,-2.023899588794001,0
1,1.802326987078589,1
1,-0.1953262651943939,10
0,0.1429706558594528,8
0,6.737771077143803,7
0,2.973958632449803,-3
1,3.775689480226278,0
1,8.773112994376957,11
1,-2.9696104254693387,4
1,3.615958217951651,6
0,-1.6925492079845732,-2
0,-1.440129812350384,-2
0,-3.501805574175881,-1
0,6.887874696688101,8
1,6.017645779197367,13
1,1.8559188712735009,8
1,2.9084766858513027,13
1,-3.514571635758619,-2
0,-0.2133200956108623,1
0,-3.2951364316864504,-4
1,1.624185157948749,5
1,3.507818104427304,8
1,3.0223045151438432,8
0,5.898268009870771,3
0,-2.0702415534319982,-9
0,4.060472745330702,2
0,-0.2550793040967434,-3
1,-2.364897564464571,-13
0,0.49744801683243445,4
1,4.660079464110364,0
1,-9.0451244054102,-4
0,-5.606595303953822,-9
1,-4.79710936869121,-2
0,-3.2816302541697873,1
0,-4.672844418820622,-3
0,0.5762318369464663,4
1,-0.9278536209842112,2
0,-7.926130958195234,-3
1,2.719410838728156,6
0,6.22022429234119,1
0,2.7365102250876174,8
1,-3.6782570470875884,0
0,2.7929181145670614,0
1,6.563119689460713,10
0,4.38767573859956,10
0,7.499487383033726,11
1,-0.9822832760752018,2
0,-6.905609320905448,-5
0,0.9478295503990529,1
1,4.7287481809097045,3
1,6.136063146944956,3
0,-2.66676441669896,9
1,6.599976795094693,7
0,4.266282951782321,1
1,0.33138050096296867,0
1,1.0334875659119982,5
1,8.276187107457005,13
0,5.016842613019599,12
0,1.2673878158241145,4
1,-12.076222496680474,-6
1,0.8921199911156452,8
1,7.7954962976733055,9
0,3.9221697419137493,2
